Instancia,Inicial,Iteraciones,ItEfectivas,CantMemoria,PorcentajeVecindad,Aspirar,Tabu,Algoritmo,Time,Impacto,Optimo,N,Gap
CMI_n20.in,W,500,25,200,40,True,TSC-E,TSC-E-W,692.604,25,25,20,0.0
CMI_n20.in,W,500,25,200,40,False,TSC-E,TSC-E-W,666.11,25,25,20,0.0
CMI_n20.in,W,500,25,300,40,True,TSC-E,TSC-E-W,707.6360000000001,25,25,20,0.0
CMI_n20.in,W,500,25,300,40,False,TSC-E,TSC-E-W,701.246,25,25,20,0.0
CMI_n20.in,W,500,25,400,40,True,TSC-E,TSC-E-W,694.967,25,25,20,0.0
CMI_n20.in,W,500,25,400,40,False,TSC-E,TSC-E-W,735.8710000000001,25,25,20,0.0
CMI_n20.in,W,500,25,500,40,True,TSC-E,TSC-E-W,686.0889999999999,25,25,20,0.0
CMI_n20.in,W,500,25,500,40,False,TSC-E,TSC-E-W,705.6550000000001,25,25,20,0.0
CMI_n20.in,W,700,700,5,40,True,TSC-E,TSC-E-W,5385.42,25,25,20,0.0
CMI_n20.in,W,700,700,5,40,False,TSC-E,TSC-E-W,5544.1900000000005,25,25,20,0.0
CMI_n20.in,W,700,32,20,40,True,TSC-E,TSC-E-W,759.633,25,25,20,0.0
CMI_n20.in,W,700,32,20,40,False,TSC-E,TSC-E-W,708.129,25,25,20,0.0
CMI_n20.in,W,700,25,35,40,True,TSC-E,TSC-E-W,708.332,25,25,20,0.0
CMI_n20.in,W,700,25,35,40,False,TSC-E,TSC-E-W,689.6229999999999,25,25,20,0.0
CMI_n20.in,W,700,25,50,40,True,TSC-E,TSC-E-W,649.837,25,25,20,0.0
CMI_n20.in,W,700,25,50,40,False,TSC-E,TSC-E-W,694.841,25,25,20,0.0
CMI_n20.in,W,700,25,100,40,True,TSC-E,TSC-E-W,634.894,25,25,20,0.0
CMI_n20.in,W,700,25,100,40,False,TSC-E,TSC-E-W,671.648,25,25,20,0.0
CMI_n20.in,W,700,25,200,40,True,TSC-E,TSC-E-W,668.549,25,25,20,0.0
CMI_n20.in,W,700,25,200,40,False,TSC-E,TSC-E-W,622.3649999999999,25,25,20,0.0
CMI_n20.in,W,700,25,300,40,True,TSC-E,TSC-E-W,640.355,25,25,20,0.0
CMI_n20.in,W,700,25,300,40,False,TSC-E,TSC-E-W,664.6619999999999,25,25,20,0.0
CMI_n20.in,W,700,25,400,40,True,TSC-E,TSC-E-W,676.826,25,25,20,0.0
CMI_n20.in,W,700,25,400,40,False,TSC-E,TSC-E-W,678.7769999999999,25,25,20,0.0
CMI_n20.in,W,700,25,500,40,True,TSC-E,TSC-E-W,697.781,25,25,20,0.0
CMI_n20.in,W,700,25,500,40,False,TSC-E,TSC-E-W,724.023,25,25,20,0.0
CMI_n20.in,W,100,100,5,50,True,TSC-E,TSC-E-W,1847.25,25,25,20,0.0
CMI_n20.in,W,100,100,5,50,False,TSC-E,TSC-E-W,1387.91,25,25,20,0.0
CMI_n20.in,W,100,45,20,50,True,TSC-E,TSC-E-W,1609.22,25,25,20,0.0
CMI_n20.in,W,100,100,20,50,False,TSC-E,TSC-E-W,1191.91,25,25,20,0.0
CMI_n20.in,W,100,30,35,50,True,TSC-E,TSC-E-W,819.389,25,25,20,0.0
CMI_n20.in,W,100,43,35,50,False,TSC-E,TSC-E-W,793.156,23,25,20,0.08
CMI_n20.in,W,100,30,50,50,True,TSC-E,TSC-E-W,648.163,25,25,20,0.0
CMI_n20.in,W,100,37,50,50,False,TSC-E,TSC-E-W,966.834,23,25,20,0.08
CMI_n20.in,W,100,30,100,50,True,TSC-E,TSC-E-W,737.585,25,25,20,0.0
CMI_n20.in,W,100,37,100,50,False,TSC-E,TSC-E-W,743.7009999999999,23,25,20,0.08
CMI_n20.in,W,300,300,5,50,True,TSC-E,TSC-E-W,2780.53,25,25,20,0.0
CMI_n20.in,W,300,300,5,50,False,TSC-E,TSC-E-W,2675.68,25,25,20,0.0
CMI_n20.in,W,300,45,20,50,True,TSC-E,TSC-E-W,778.038,25,25,20,0.0
CMI_n20.in,W,300,300,20,50,False,TSC-E,TSC-E-W,2875.29,25,25,20,0.0
CMI_n20.in,W,300,30,35,50,True,TSC-E,TSC-E-W,732.902,25,25,20,0.0
CMI_n20.in,W,300,43,35,50,False,TSC-E,TSC-E-W,818.098,23,25,20,0.08
CMI_n20.in,W,300,30,50,50,True,TSC-E,TSC-E-W,705.696,25,25,20,0.0
CMI_n20.in,W,300,37,50,50,False,TSC-E,TSC-E-W,720.5749999999999,23,25,20,0.08
CMI_n20.in,W,300,30,100,50,True,TSC-E,TSC-E-W,651.3670000000001,25,25,20,0.0
CMI_n20.in,W,300,37,100,50,False,TSC-E,TSC-E-W,774.3259999999999,23,25,20,0.08
CMI_n20.in,W,300,30,200,50,True,TSC-E,TSC-E-W,789.489,25,25,20,0.0
CMI_n20.in,W,300,37,200,50,False,TSC-E,TSC-E-W,841.7280000000001,23,25,20,0.08
CMI_n20.in,W,300,30,300,50,True,TSC-E,TSC-E-W,1130.21,25,25,20,0.0
CMI_n20.in,W,300,37,300,50,False,TSC-E,TSC-E-W,866.385,23,25,20,0.08
CMI_n20.in,W,500,500,5,50,True,TSC-E,TSC-E-W,4102.13,25,25,20,0.0
CMI_n20.in,W,500,500,5,50,False,TSC-E,TSC-E-W,4261.95,25,25,20,0.0
CMI_n20.in,W,500,45,20,50,True,TSC-E,TSC-E-W,807.0730000000001,25,25,20,0.0
CMI_n20.in,W,500,500,20,50,False,TSC-E,TSC-E-W,4762.450000000001,25,25,20,0.0
CMI_n20.in,W,500,30,35,50,True,TSC-E,TSC-E-W,719.054,25,25,20,0.0
CMI_n20.in,W,500,43,35,50,False,TSC-E,TSC-E-W,846.625,23,25,20,0.08
CMI_n20.in,W,500,30,50,50,True,TSC-E,TSC-E-W,704.022,25,25,20,0.0
CMI_n20.in,W,500,37,50,50,False,TSC-E,TSC-E-W,736.527,23,25,20,0.08
CMI_n20.in,W,500,30,100,50,True,TSC-E,TSC-E-W,745.746,25,25,20,0.0
CMI_n20.in,W,500,37,100,50,False,TSC-E,TSC-E-W,802.898,23,25,20,0.08
CMI_n20.in,W,500,30,200,50,True,TSC-E,TSC-E-W,714.777,25,25,20,0.0
CMI_n20.in,W,500,37,200,50,False,TSC-E,TSC-E-W,750.3290000000001,23,25,20,0.08
CMI_n20.in,W,500,30,300,50,True,TSC-E,TSC-E-W,926.2719999999999,25,25,20,0.0
CMI_n20.in,W,500,37,300,50,False,TSC-E,TSC-E-W,845.7289999999999,23,25,20,0.08
CMI_n20.in,W,500,30,400,50,True,TSC-E,TSC-E-W,761.8549999999999,25,25,20,0.0
CMI_n20.in,W,500,37,400,50,False,TSC-E,TSC-E-W,885.869,23,25,20,0.08
CMI_n20.in,W,500,30,500,50,True,TSC-E,TSC-E-W,833.397,25,25,20,0.0
CMI_n20.in,W,500,37,500,50,False,TSC-E,TSC-E-W,882.3069999999999,23,25,20,0.08
CMI_n20.in,W,700,700,5,50,True,TSC-E,TSC-E-W,5983.27,25,25,20,0.0
CMI_n20.in,W,700,700,5,50,False,TSC-E,TSC-E-W,6779.26,25,25,20,0.0
CMI_n20.in,W,700,45,20,50,True,TSC-E,TSC-E-W,836.638,25,25,20,0.0
CMI_n20.in,W,700,700,20,50,False,TSC-E,TSC-E-W,6028.990000000001,25,25,20,0.0
CMI_n20.in,W,700,30,35,50,True,TSC-E,TSC-E-W,816.155,25,25,20,0.0
CMI_n20.in,W,700,43,35,50,False,TSC-E,TSC-E-W,779.959,23,25,20,0.08
CMI_n20.in,W,700,30,50,50,True,TSC-E,TSC-E-W,678.647,25,25,20,0.0
CMI_n20.in,W,700,37,50,50,False,TSC-E,TSC-E-W,755.381,23,25,20,0.08
CMI_n20.in,W,700,30,100,50,True,TSC-E,TSC-E-W,692.834,25,25,20,0.0
CMI_n20.in,W,700,37,100,50,False,TSC-E,TSC-E-W,831.564,23,25,20,0.08
CMI_n20.in,W,700,30,200,50,True,TSC-E,TSC-E-W,720.962,25,25,20,0.0
CMI_n20.in,W,700,37,200,50,False,TSC-E,TSC-E-W,748.5659999999999,23,25,20,0.08
CMI_n20.in,W,700,30,300,50,True,TSC-E,TSC-E-W,732.706,25,25,20,0.0
CMI_n20.in,W,700,37,300,50,False,TSC-E,TSC-E-W,1331.08,23,25,20,0.08
CMI_n20.in,W,700,30,400,50,True,TSC-E,TSC-E-W,778.312,25,25,20,0.0
CMI_n20.in,W,700,37,400,50,False,TSC-E,TSC-E-W,873.1640000000001,23,25,20,0.08
CMI_n20.in,W,700,30,500,50,True,TSC-E,TSC-E-W,808.406,25,25,20,0.0
CMI_n20.in,W,700,37,500,50,False,TSC-E,TSC-E-W,871.893,23,25,20,0.08
CMI_n20.in,W,100,100,5,60,True,TSC-E,TSC-E-W,1282.29,24,25,20,0.04
CMI_n20.in,W,100,100,5,60,False,TSC-E,TSC-E-W,1130.56,24,25,20,0.04
CMI_n20.in,W,100,27,20,60,True,TSC-E,TSC-E-W,784.5999999999999,24,25,20,0.04
CMI_n20.in,W,100,27,20,60,False,TSC-E,TSC-E-W,698.801,24,25,20,0.04
CMI_n20.in,W,100,26,35,60,True,TSC-E,TSC-E-W,839.735,24,25,20,0.04
CMI_n20.in,W,100,26,35,60,False,TSC-E,TSC-E-W,801.135,24,25,20,0.04
CMI_n20.in,W,100,26,50,60,True,TSC-E,TSC-E-W,670.299,24,25,20,0.04
CMI_n20.in,W,100,26,50,60,False,TSC-E,TSC-E-W,676.605,24,25,20,0.04
CMI_n20.in,W,100,26,100,60,True,TSC-E,TSC-E-W,678.238,24,25,20,0.04
CMI_n20.in,W,100,26,100,60,False,TSC-E,TSC-E-W,816.053,24,25,20,0.04
CMI_n20.in,W,300,300,5,60,True,TSC-E,TSC-E-W,2124.07,24,25,20,0.04
CMI_n20.in,W,300,300,5,60,False,TSC-E,TSC-E-W,2403.5,24,25,20,0.04
CMI_n20.in,W,300,27,20,60,True,TSC-E,TSC-E-W,688.7769999999999,24,25,20,0.04
CMI_n20.in,W,300,27,20,60,False,TSC-E,TSC-E-W,729.1600000000001,24,25,20,0.04
CMI_n20.in,W,300,26,35,60,True,TSC-E,TSC-E-W,745.774,24,25,20,0.04
CMI_n20.in,W,300,26,35,60,False,TSC-E,TSC-E-W,690.197,24,25,20,0.04
CMI_n20.in,W,300,26,50,60,True,TSC-E,TSC-E-W,728.388,24,25,20,0.04
CMI_n20.in,W,300,26,50,60,False,TSC-E,TSC-E-W,686.4050000000001,24,25,20,0.04
CMI_n20.in,W,300,26,100,60,True,TSC-E,TSC-E-W,922.304,24,25,20,0.04
CMI_n20.in,W,300,26,100,60,False,TSC-E,TSC-E-W,812.397,24,25,20,0.04
CMI_n20.in,W,300,26,200,60,True,TSC-E,TSC-E-W,869.699,24,25,20,0.04
CMI_n20.in,W,300,26,200,60,False,TSC-E,TSC-E-W,729.182,24,25,20,0.04
CMI_n20.in,W,300,26,300,60,True,TSC-E,TSC-E-W,788.84,24,25,20,0.04
CMI_n20.in,W,300,26,300,60,False,TSC-E,TSC-E-W,740.458,24,25,20,0.04
CMI_n20.in,W,500,500,5,60,True,TSC-E,TSC-E-W,4270.3,24,25,20,0.04
CMI_n20.in,W,500,500,5,60,False,TSC-E,TSC-E-W,3402.28,24,25,20,0.04
CMI_n20.in,W,500,27,20,60,True,TSC-E,TSC-E-W,703.075,24,25,20,0.04
CMI_n20.in,W,500,27,20,60,False,TSC-E,TSC-E-W,668.996,24,25,20,0.04
CMI_n20.in,W,500,26,35,60,True,TSC-E,TSC-E-W,702.975,24,25,20,0.04
CMI_n20.in,W,500,26,35,60,False,TSC-E,TSC-E-W,676.1270000000001,24,25,20,0.04
CMI_n20.in,W,500,26,50,60,True,TSC-E,TSC-E-W,728.109,24,25,20,0.04
CMI_n20.in,W,500,26,50,60,False,TSC-E,TSC-E-W,673.882,24,25,20,0.04
CMI_n20.in,W,500,26,100,60,True,TSC-E,TSC-E-W,714.2669999999999,24,25,20,0.04
CMI_n20.in,W,500,26,100,60,False,TSC-E,TSC-E-W,721.457,24,25,20,0.04
CMI_n20.in,W,500,26,200,60,True,TSC-E,TSC-E-W,732.735,24,25,20,0.04
CMI_n20.in,W,500,26,200,60,False,TSC-E,TSC-E-W,801.8539999999999,24,25,20,0.04
CMI_n20.in,W,500,26,300,60,True,TSC-E,TSC-E-W,1162.5700000000002,24,25,20,0.04
CMI_n20.in,W,500,26,300,60,False,TSC-E,TSC-E-W,742.706,24,25,20,0.04
CMI_n20.in,W,500,26,400,60,True,TSC-E,TSC-E-W,755.178,24,25,20,0.04
CMI_n20.in,W,500,26,400,60,False,TSC-E,TSC-E-W,856.081,24,25,20,0.04
CMI_n20.in,W,500,26,500,60,True,TSC-E,TSC-E-W,768.642,24,25,20,0.04
CMI_n20.in,W,500,26,500,60,False,TSC-E,TSC-E-W,796.508,24,25,20,0.04
CMI_n20.in,W,700,700,5,60,True,TSC-E,TSC-E-W,4640.74,24,25,20,0.04
CMI_n20.in,W,700,700,5,60,False,TSC-E,TSC-E-W,4363.7,24,25,20,0.04
CMI_n20.in,W,700,27,20,60,True,TSC-E,TSC-E-W,688.943,24,25,20,0.04
CMI_n20.in,W,700,27,20,60,False,TSC-E,TSC-E-W,698.448,24,25,20,0.04
CMI_n20.in,W,700,26,35,60,True,TSC-E,TSC-E-W,675.96,24,25,20,0.04
CMI_n20.in,W,700,26,35,60,False,TSC-E,TSC-E-W,699.609,24,25,20,0.04
CMI_n20.in,W,700,26,50,60,True,TSC-E,TSC-E-W,733.778,24,25,20,0.04
CMI_n20.in,W,700,26,50,60,False,TSC-E,TSC-E-W,643.605,24,25,20,0.04
CMI_n20.in,W,700,26,100,60,True,TSC-E,TSC-E-W,717.5749999999999,24,25,20,0.04
CMI_n20.in,W,700,26,100,60,False,TSC-E,TSC-E-W,680.581,24,25,20,0.04
CMI_n20.in,W,700,26,200,60,True,TSC-E,TSC-E-W,698.058,24,25,20,0.04
CMI_n20.in,W,700,26,200,60,False,TSC-E,TSC-E-W,746.7009999999999,24,25,20,0.04
CMI_n20.in,W,700,26,300,60,True,TSC-E,TSC-E-W,774.002,24,25,20,0.04
CMI_n20.in,W,700,26,300,60,False,TSC-E,TSC-E-W,775.774,24,25,20,0.04
CMI_n20.in,W,700,26,400,60,True,TSC-E,TSC-E-W,789.091,24,25,20,0.04
CMI_n20.in,W,700,26,400,60,False,TSC-E,TSC-E-W,832.779,24,25,20,0.04
CMI_n20.in,W,700,26,500,60,True,TSC-E,TSC-E-W,790.578,24,25,20,0.04
CMI_n20.in,W,700,26,500,60,False,TSC-E,TSC-E-W,751.71,24,25,20,0.04
CMI_n20.in,W,100,100,5,70,True,TSC-E,TSC-E-W,1190.24,23,25,20,0.08
CMI_n20.in,W,100,100,5,70,False,TSC-E,TSC-E-W,1140.46,23,25,20,0.08
CMI_n20.in,W,100,30,20,70,True,TSC-E,TSC-E-W,719.4209999999999,23,25,20,0.08
CMI_n20.in,W,100,30,20,70,False,TSC-E,TSC-E-W,742.996,23,25,20,0.08
CMI_n20.in,W,100,27,35,70,True,TSC-E,TSC-E-W,762.166,23,25,20,0.08
CMI_n20.in,W,100,27,35,70,False,TSC-E,TSC-E-W,730.4359999999999,23,25,20,0.08
CMI_n20.in,W,100,27,50,70,True,TSC-E,TSC-E-W,709.148,23,25,20,0.08
CMI_n20.in,W,100,27,50,70,False,TSC-E,TSC-E-W,759.03,23,25,20,0.08
CMI_n20.in,W,100,27,100,70,True,TSC-E,TSC-E-W,731.015,23,25,20,0.08
CMI_n20.in,W,100,27,100,70,False,TSC-E,TSC-E-W,776.695,23,25,20,0.08
CMI_n20.in,W,300,300,5,70,True,TSC-E,TSC-E-W,2212.98,23,25,20,0.08
CMI_n20.in,W,300,300,5,70,False,TSC-E,TSC-E-W,2230.0499999999997,23,25,20,0.08
CMI_n20.in,W,300,30,20,70,True,TSC-E,TSC-E-W,718.322,23,25,20,0.08
CMI_n20.in,W,300,30,20,70,False,TSC-E,TSC-E-W,716.9010000000001,23,25,20,0.08
CMI_n20.in,W,300,27,35,70,True,TSC-E,TSC-E-W,764.23,23,25,20,0.08
CMI_n20.in,W,300,27,35,70,False,TSC-E,TSC-E-W,713.102,23,25,20,0.08
CMI_n20.in,W,300,27,50,70,True,TSC-E,TSC-E-W,682.7729999999999,23,25,20,0.08
CMI_n20.in,W,300,27,50,70,False,TSC-E,TSC-E-W,724.665,23,25,20,0.08
CMI_n20.in,W,300,27,100,70,True,TSC-E,TSC-E-W,842.018,23,25,20,0.08
CMI_n20.in,W,300,27,100,70,False,TSC-E,TSC-E-W,736.197,23,25,20,0.08
CMI_n20.in,W,300,27,200,70,True,TSC-E,TSC-E-W,833.234,23,25,20,0.08
CMI_n20.in,W,300,27,200,70,False,TSC-E,TSC-E-W,781.457,23,25,20,0.08
CMI_n20.in,W,300,27,300,70,True,TSC-E,TSC-E-W,798.512,23,25,20,0.08
CMI_n20.in,W,300,27,300,70,False,TSC-E,TSC-E-W,1024.3500000000001,23,25,20,0.08
CMI_n20.in,W,500,500,5,70,True,TSC-E,TSC-E-W,4218.62,23,25,20,0.08
CMI_n20.in,W,500,500,5,70,False,TSC-E,TSC-E-W,3409.58,23,25,20,0.08
CMI_n20.in,W,500,30,20,70,True,TSC-E,TSC-E-W,740.9780000000001,23,25,20,0.08
CMI_n20.in,W,500,30,20,70,False,TSC-E,TSC-E-W,1222.71,23,25,20,0.08
CMI_n20.in,W,500,27,35,70,True,TSC-E,TSC-E-W,769.533,23,25,20,0.08
CMI_n20.in,W,500,27,35,70,False,TSC-E,TSC-E-W,754.582,23,25,20,0.08
CMI_n20.in,W,500,27,50,70,True,TSC-E,TSC-E-W,722.018,23,25,20,0.08
CMI_n20.in,W,500,27,50,70,False,TSC-E,TSC-E-W,719.249,23,25,20,0.08
CMI_n20.in,W,500,27,100,70,True,TSC-E,TSC-E-W,743.874,23,25,20,0.08
CMI_n20.in,W,500,27,100,70,False,TSC-E,TSC-E-W,786.493,23,25,20,0.08
CMI_n20.in,W,500,27,200,70,True,TSC-E,TSC-E-W,888.8439999999999,23,25,20,0.08
CMI_n20.in,W,500,27,200,70,False,TSC-E,TSC-E-W,795.063,23,25,20,0.08
CMI_n20.in,W,500,27,300,70,True,TSC-E,TSC-E-W,1118.42,23,25,20,0.08
CMI_n20.in,W,500,27,300,70,False,TSC-E,TSC-E-W,835.1899999999999,23,25,20,0.08
CMI_n20.in,W,500,27,400,70,True,TSC-E,TSC-E-W,873.968,23,25,20,0.08
CMI_n20.in,W,500,27,400,70,False,TSC-E,TSC-E-W,865.121,23,25,20,0.08
CMI_n20.in,W,500,27,500,70,True,TSC-E,TSC-E-W,892.3480000000001,23,25,20,0.08
CMI_n20.in,W,500,27,500,70,False,TSC-E,TSC-E-W,961.012,23,25,20,0.08
CMI_n20.in,W,700,700,5,70,True,TSC-E,TSC-E-W,4444.84,23,25,20,0.08
CMI_n20.in,W,700,700,5,70,False,TSC-E,TSC-E-W,4817.48,23,25,20,0.08
CMI_n20.in,W,700,30,20,70,True,TSC-E,TSC-E-W,712.8370000000001,23,25,20,0.08
CMI_n20.in,W,700,30,20,70,False,TSC-E,TSC-E-W,713.9680000000001,23,25,20,0.08
CMI_n20.in,W,700,27,35,70,True,TSC-E,TSC-E-W,820.0840000000001,23,25,20,0.08
CMI_n20.in,W,700,27,35,70,False,TSC-E,TSC-E-W,731.97,23,25,20,0.08
CMI_n20.in,W,700,27,50,70,True,TSC-E,TSC-E-W,717.024,23,25,20,0.08
CMI_n20.in,W,700,27,50,70,False,TSC-E,TSC-E-W,728.718,23,25,20,0.08
CMI_n20.in,W,700,27,100,70,True,TSC-E,TSC-E-W,735.736,23,25,20,0.08
CMI_n20.in,W,700,27,100,70,False,TSC-E,TSC-E-W,745.91,23,25,20,0.08
CMI_n20.in,W,700,27,200,70,True,TSC-E,TSC-E-W,789.3,23,25,20,0.08
CMI_n20.in,W,700,27,200,70,False,TSC-E,TSC-E-W,742.274,23,25,20,0.08
CMI_n20.in,W,700,27,300,70,True,TSC-E,TSC-E-W,1009.59,23,25,20,0.08
CMI_n20.in,W,700,27,300,70,False,TSC-E,TSC-E-W,824.985,23,25,20,0.08
CMI_n20.in,W,700,27,400,70,True,TSC-E,TSC-E-W,958.394,23,25,20,0.08
CMI_n20.in,W,700,27,400,70,False,TSC-E,TSC-E-W,800.327,23,25,20,0.08
CMI_n20.in,W,700,27,500,70,True,TSC-E,TSC-E-W,942.687,23,25,20,0.08
CMI_n20.in,W,700,27,500,70,False,TSC-E,TSC-E-W,837.746,23,25,20,0.08
CMI_n20.in,W,100,100,5,80,True,TSC-E,TSC-E-W,1472.71,23,25,20,0.08
CMI_n20.in,W,100,100,5,80,False,TSC-E,TSC-E-W,1481.88,23,25,20,0.08
CMI_n20.in,W,100,31,20,80,True,TSC-E,TSC-E-W,776.748,23,25,20,0.08
CMI_n20.in,W,100,31,20,80,False,TSC-E,TSC-E-W,753.063,23,25,20,0.08
CMI_n20.in,W,100,28,35,80,True,TSC-E,TSC-E-W,761.4720000000001,23,25,20,0.08
CMI_n20.in,W,100,28,35,80,False,TSC-E,TSC-E-W,737.815,23,25,20,0.08
CMI_n20.in,W,100,28,50,80,True,TSC-E,TSC-E-W,770.273,23,25,20,0.08
CMI_n20.in,W,100,28,50,80,False,TSC-E,TSC-E-W,761.563,23,25,20,0.08
CMI_n20.in,W,100,28,100,80,True,TSC-E,TSC-E-W,870.199,23,25,20,0.08
CMI_n20.in,W,100,28,100,80,False,TSC-E,TSC-E-W,778.805,23,25,20,0.08
CMI_n20.in,W,300,300,5,80,True,TSC-E,TSC-E-W,3213.86,23,25,20,0.08
CMI_n20.in,W,300,300,5,80,False,TSC-E,TSC-E-W,3899.75,23,25,20,0.08
CMI_n20.in,W,300,31,20,80,True,TSC-E,TSC-E-W,781.0120000000001,23,25,20,0.08
CMI_n20.in,W,300,31,20,80,False,TSC-E,TSC-E-W,738.4730000000001,23,25,20,0.08
CMI_n20.in,W,300,28,35,80,True,TSC-E,TSC-E-W,770.552,23,25,20,0.08
CMI_n20.in,W,300,28,35,80,False,TSC-E,TSC-E-W,737.859,23,25,20,0.08
CMI_n20.in,W,300,28,50,80,True,TSC-E,TSC-E-W,904.3109999999999,23,25,20,0.08
CMI_n20.in,W,300,28,50,80,False,TSC-E,TSC-E-W,737.6890000000001,23,25,20,0.08
CMI_n20.in,W,300,28,100,80,True,TSC-E,TSC-E-W,776.982,23,25,20,0.08
CMI_n20.in,W,300,28,100,80,False,TSC-E,TSC-E-W,822.3770000000001,23,25,20,0.08
CMI_n20.in,W,300,28,200,80,True,TSC-E,TSC-E-W,824.2779999999999,23,25,20,0.08
CMI_n20.in,W,300,28,200,80,False,TSC-E,TSC-E-W,2462.39,23,25,20,0.08
CMI_n20.in,W,300,28,300,80,True,TSC-E,TSC-E-W,874.107,23,25,20,0.08
CMI_n20.in,W,300,28,300,80,False,TSC-E,TSC-E-W,887.412,23,25,20,0.08
CMI_n20.in,W,500,500,5,80,True,TSC-E,TSC-E-W,5412.94,23,25,20,0.08
CMI_n20.in,W,500,500,5,80,False,TSC-E,TSC-E-W,5149.17,23,25,20,0.08
CMI_n20.in,W,500,31,20,80,True,TSC-E,TSC-E-W,761.543,23,25,20,0.08
CMI_n20.in,W,500,31,20,80,False,TSC-E,TSC-E-W,790.1519999999999,23,25,20,0.08
CMI_n20.in,W,500,28,35,80,True,TSC-E,TSC-E-W,851.237,23,25,20,0.08
CMI_n20.in,W,500,28,35,80,False,TSC-E,TSC-E-W,902.2750000000001,23,25,20,0.08
CMI_n20.in,W,500,28,50,80,True,TSC-E,TSC-E-W,780.6370000000001,23,25,20,0.08
CMI_n20.in,W,500,28,50,80,False,TSC-E,TSC-E-W,800.282,23,25,20,0.08
CMI_n20.in,W,500,28,100,80,True,TSC-E,TSC-E-W,789.252,23,25,20,0.08
CMI_n20.in,W,500,28,100,80,False,TSC-E,TSC-E-W,753.885,23,25,20,0.08
CMI_n20.in,W,500,28,200,80,True,TSC-E,TSC-E-W,995.9259999999999,23,25,20,0.08
CMI_n20.in,W,500,28,200,80,False,TSC-E,TSC-E-W,814.91,23,25,20,0.08
CMI_n20.in,W,500,28,300,80,True,TSC-E,TSC-E-W,998.891,23,25,20,0.08
CMI_n20.in,W,500,28,300,80,False,TSC-E,TSC-E-W,843.4399999999999,23,25,20,0.08
CMI_n20.in,W,500,28,400,80,True,TSC-E,TSC-E-W,850.161,23,25,20,0.08
CMI_n20.in,W,500,28,400,80,False,TSC-E,TSC-E-W,900.784,23,25,20,0.08
CMI_n20.in,W,500,28,500,80,True,TSC-E,TSC-E-W,879.1,23,25,20,0.08
CMI_n20.in,W,500,28,500,80,False,TSC-E,TSC-E-W,991.593,23,25,20,0.08
CMI_n20.in,W,700,700,5,80,True,TSC-E,TSC-E-W,6891.26,23,25,20,0.08
CMI_n20.in,W,700,700,5,80,False,TSC-E,TSC-E-W,6695.179999999999,23,25,20,0.08
CMI_n20.in,W,700,31,20,80,True,TSC-E,TSC-E-W,795.605,23,25,20,0.08
CMI_n20.in,W,700,31,20,80,False,TSC-E,TSC-E-W,735.458,23,25,20,0.08
CMI_n20.in,W,700,28,35,80,True,TSC-E,TSC-E-W,708.058,23,25,20,0.08
CMI_n20.in,W,700,28,35,80,False,TSC-E,TSC-E-W,707.8480000000001,23,25,20,0.08
CMI_n20.in,W,700,28,50,80,True,TSC-E,TSC-E-W,722.885,23,25,20,0.08
CMI_n20.in,W,700,28,50,80,False,TSC-E,TSC-E-W,781.369,23,25,20,0.08
CMI_n20.in,W,700,28,100,80,True,TSC-E,TSC-E-W,943.298,23,25,20,0.08
CMI_n20.in,W,700,28,100,80,False,TSC-E,TSC-E-W,759.039,23,25,20,0.08
CMI_n20.in,W,700,28,200,80,True,TSC-E,TSC-E-W,842.583,23,25,20,0.08
CMI_n20.in,W,700,28,200,80,False,TSC-E,TSC-E-W,802.039,23,25,20,0.08
CMI_n20.in,W,700,28,300,80,True,TSC-E,TSC-E-W,916.375,23,25,20,0.08
CMI_n20.in,W,700,28,300,80,False,TSC-E,TSC-E-W,884.602,23,25,20,0.08
CMI_n20.in,W,700,28,400,80,True,TSC-E,TSC-E-W,879.0219999999999,23,25,20,0.08
CMI_n20.in,W,700,28,400,80,False,TSC-E,TSC-E-W,895.211,23,25,20,0.08
CMI_n20.in,W,700,28,500,80,True,TSC-E,TSC-E-W,885.458,23,25,20,0.08
CMI_n20.in,W,700,28,500,80,False,TSC-E,TSC-E-W,1001.59,23,25,20,0.08
CMI_n20.in,W,100,100,5,90,True,TSC-E,TSC-E-W,1204.27,24,25,20,0.04
CMI_n20.in,W,100,100,5,90,False,TSC-E,TSC-E-W,1450.75,24,25,20,0.04
CMI_n20.in,W,100,100,20,90,True,TSC-E,TSC-E-W,1662.5,25,25,20,0.0
CMI_n20.in,W,100,46,20,90,False,TSC-E,TSC-E-W,1059.3600000000001,24,25,20,0.04
CMI_n20.in,W,100,38,35,90,True,TSC-E,TSC-E-W,857.3720000000001,25,25,20,0.0
CMI_n20.in,W,100,51,35,90,False,TSC-E,TSC-E-W,985.319,24,25,20,0.04
CMI_n20.in,W,100,38,50,90,True,TSC-E,TSC-E-W,891.002,25,25,20,0.0
CMI_n20.in,W,100,36,50,90,False,TSC-E,TSC-E-W,968.793,24,25,20,0.04
CMI_n20.in,W,100,38,100,90,True,TSC-E,TSC-E-W,956.562,25,25,20,0.0
CMI_n20.in,W,100,36,100,90,False,TSC-E,TSC-E-W,856.611,24,25,20,0.04
CMI_n20.in,W,300,300,5,90,True,TSC-E,TSC-E-W,2332.5499999999997,24,25,20,0.04
